timestamp;Pais;Ciudad;Latitud;Longitud;temp;FeelsLike;temp_min;temp_max;Humedad;Presion;Velocidad_viento;Descripcion;Lluvia_1h;Nieve_1h
2025-02-08 15:15:36.959374;ES;Madrid;40.4165;-3.7026;8.11;5.89;7.34;8.69;77;1025;3.6;clear sky;0;0
2025-02-08 15:15:36.959417;ES;Madrid;40.4165;-3.7026;8.12;5.9;7.37;8.69;77;1025;3.6;clear sky;0;0
2025-02-08 15:15:36.959427;ES;Madrid;40.4165;-3.7026;7.86;5.88;6.79;8.59;78;1025;3.09;clear sky;0;0
2025-02-08 15:15:36.959434;ES;Madrid;40.4165;-3.7026;7.66;6.0;6.23;8.53;78;1025;2.57;clear sky;0;0
2025-02-08 15:15:36.959441;ES;Madrid;40.4165;-3.7026;7.42;6.13;6.32;7.92;80;1025;2.06;clear sky;0;0
2025-02-08 15:15:36.959451;ES;Madrid;40.4165;-3.7026;7.1;5.76;5.68;7.92;81;1025;2.06;clear sky;0;0
