timestamp;coord_lon;coord_lat;weather_0_id;weather_0_main;weather_0_description;weather_0_icon;base;main_temp;main_feels_like;main_temp_min;main_temp_max;main_pressure;main_humidity;main_sea_level;main_grnd_level;visibility;wind_speed;wind_deg;wind_gust;clouds_all;sys_type;sys_id;sys_country;sys_sunrise;sys_sunset;timezone;id;name;cod;Lluvia_1h;Nieve_1h
2025-02-08 17:10:49;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.34;-2.26;-0.15;2.23;1026;88;1026;992;10000;2.17;31;2.02;73;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
2025-02-08 17:15:01;8.7667;50.8167;803;Clouds;broken clouds;04n;stations;0.4;-2.19;-0.15;2.23;1026;88;1026;992;10000;2.17;31;2.02;73;2;2097769;DE;1738997392;1739032107;3600;2873759;Marburg;200;0;0
